elephant_id,n_calls,mean_f0_mean,mean_f0_std,std_f0_mean,std_f0_std,f0_range_mean,f0_range_std,f0_slope_mean,f0_slope_std,mean_f1_mean,mean_f1_std,mean_f2_mean,mean_f2_std,mean_f3_mean,mean_f3_std,duration_mean,duration_std,attack_time_mean,attack_time_std,temporal_centroid_mean,temporal_centroid_std,rms_energy_mean,rms_energy_std,mean_hnr_mean,mean_hnr_std,spectral_flatness_mean,spectral_flatness_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std
E006,24,19.793541666666666,5.239846785126185,1.984041666666667,0.7310907079589296,8.018749999999999,3.502777710260815,-0.11785833333333336,0.5855948207568286,111.38666666666666,7.908564801670543,189.26166666666668,9.726808600746475,307.25791666666663,11.484524362218444,4.336791666666667,1.2616805254357732,0.30304166666666665,0.17653811655623333,0.5214583333333334,0.16286880690877825,0.03273458333333333,0.030233764648590965,8.589333333333334,3.576012032356093,0.029925416666666666,0.013029744490704933,68.35916666666667,23.799217234443283,58.12791666666667,10.02129232316815,129.60541666666668,55.01148152728109,-70.31616666666666,9.0016851138489,10.550416666666667,4.154173202101178,1.046375,4.636711943936313,-0.47858333333333336,3.230626898873069
E007,43,22.23639534883721,4.105348202887925,1.8621627906976745,0.781663191913379,8.912767441860465,3.7334649025368982,-0.02652093023255814,0.5201394538221364,108.8606976744186,7.228324581632762,182.2881395348837,8.414347176052022,299.5202325581395,11.904535287487414,2.6274651162790694,1.1712613822402376,0.30895348837209297,0.1560078938802378,0.5127209302325582,0.1681833613955241,0.03956558139534883,0.0300271963782235,7.750511627906977,3.0021251493992533,0.0280013953488372,0.014250822021397914,77.98046511627908,29.297327043208057,60.82186046511627,10.978202558815832,135.78906976744184,46.54261522188893,-69.64620930232557,7.720183849956085,10.626813953488371,5.3196109110024645,0.3816511627906976,4.131451610898561,-0.2213023255813954,2.715972972558639
E011,18,24.228722222222224,6.767542708526366,1.9660555555555557,0.6514744364578129,8.690777777777775,4.0598238680398655,-0.11347222222222222,0.46631291807297,109.83444444444444,10.63081277452075,180.37222222222223,11.633882773823267,301.0238888888889,14.3700963187404,2.392722222222222,1.049821085580012,0.27666666666666667,0.14849616530776513,0.5091111111111111,0.1689223651033183,0.069545,0.047561144534635044,5.439499999999999,3.0576475570826234,0.023293888888888885,0.013326707578263403,86.32055555555556,29.89926707987305,57.95722222222222,9.780040789255745,146.55666666666667,51.51096549926692,-64.66016666666667,8.49519825973604,9.63088888888889,5.594090720363258,-0.3917777777777779,4.062584652869204,0.2547222222222223,3.9104398133650666
E020,27,21.750407407407405,5.70304000323193,1.728222222222222,0.7185234516821869,7.834592592592592,3.2878683543446026,0.04916296296296298,0.5788239514536402,95.18074074074075,9.618285026901136,160.81444444444446,11.095418918979776,268.6533333333333,13.085041502078283,3.0518148148148145,1.1422468448611867,0.31403703703703706,0.15758348322020757,0.5687037037037037,0.1481937707529783,0.031245185185185185,0.03324201640387262,6.736666666666666,3.3445694845580705,0.027048148148148148,0.013740971456583583,79.0937037037037,32.766222801124776,59.461111111111094,7.69757553621934,127.7677777777778,44.96843175296408,-68.67781481481481,6.868175141951555,9.82085185185185,5.846774518856395,-1.3525185185185185,3.825460518105368,-0.5513703703703704,3.3148392302018284
E015,26,17.976153846153846,5.407450719518734,1.6639230769230766,0.7615259944589458,8.128538461538461,4.222051745399196,0.01900000000000001,0.43803224064691154,96.81153846153846,10.120671037461928,166.42846153846156,10.155008499904673,278.16961538461544,14.413802541252773,2.0195,1.129093382048011,0.3210384615384616,0.14906438484226328,0.5024615384615385,0.16391959350881358,0.04683615384615385,0.03632138086973048,7.761038461538462,3.475864170143871,0.02652346153846154,0.012779744171722476,59.20076923076923,32.22955606308701,59.699999999999996,8.759352364538934,114.94999999999999,38.18529469271163,-72.39534615384615,7.650635367995502,7.274923076923078,5.4980128642648065,0.7566538461538461,3.7900348176024785,0.6957692307692308,3.316613487228899
E009,17,15.651,3.7484182703390725,1.7052941176470586,0.7135871078947778,8.792117647058824,4.3197802624173995,0.1935352941176471,0.5240687325164363,100.65823529411765,6.972219863643834,174.74941176470588,6.612770595453686,291.99529411764706,7.569970951569919,3.2073529411764703,1.3688569701923905,0.3658235294117647,0.14591787992450034,0.41976470588235293,0.16886351237952144,0.019779411764705882,0.021485547117727696,9.891588235294119,3.2294789064058635,0.02690235294117647,0.012463402202595718,50.209411764705884,26.826284185167932,55.09,12.13224434889013,84.76705882352941,30.953248763199962,-73.71488235294117,8.420244308893496,9.340176470588236,3.7819590664922376,-0.8718823529411767,4.323568581655299,-0.00847058823529423,3.4806297793502337
E014,26,19.391730769230772,4.234039129553684,1.5959615384615387,0.7075630159905428,8.354730769230768,3.3885069500580514,0.030630769230769236,0.48832512086584184,93.17153846153845,5.719964827963202,159.24153846153845,8.982670791931152,269.3611538461538,15.100446332405864,3.877846153846154,0.7309187417904891,0.35630769230769227,0.14500259128474202,0.5537692307692308,0.1818888730246507,0.030803461538461543,0.02067422251208712,6.4179615384615385,2.8322327354494505,0.024731153846153844,0.013492153368339425,64.85730769230769,25.005239229116075,57.18807692307693,9.642870630371583,117.01615384615383,47.90284157918971,-71.61861538461538,5.592127647085838,8.983807692307693,5.162539119011637,-0.2899615384615384,4.113499039099749,1.0149230769230768,2.7847039053078313
E017,15,23.658599999999996,6.734151664463758,1.5725333333333331,0.668831106400479,6.967933333333335,3.2519575738656585,-0.09791333333333334,0.3941879143533224,111.37066666666668,11.210151034764081,182.23066666666668,11.759359090623187,290.1446666666667,15.719810798974503,3.3656000000000006,1.141156185629294,0.3626,0.16872731452455073,0.5472,0.17395869241479905,0.047749999999999994,0.03566735220524974,9.016133333333332,3.6639523080350758,0.027425333333333336,0.01624685071705351,81.244,34.357330668529336,63.65533333333334,8.795848161996027,151.734,43.384527933354306,-68.27606666666667,5.223454635477263,10.748733333333332,5.8731577703613205,0.32626666666666665,2.2585412243796266,0.13353333333333342,3.162034279102967
E002,26,19.18396153846154,6.266138649554747,1.8470000000000002,0.7001252635174541,9.055846153846154,4.021549296671885,-0.1701846153846154,0.37229478259563215,93.81884615384615,7.003047867740863,164.35615384615386,12.676211238416105,271.49923076923073,10.457509970968202,3.876576923076923,1.1706303092803967,0.3905,0.17389215269594763,0.5377307692307692,0.16296496973566665,0.03579153846153847,0.033403476061897384,8.951115384615385,3.4730698051294295,0.024893076923076924,0.014700935545643336,61.05269230769231,22.63322295239937,59.401538461538465,8.793374994106768,118.34076923076924,49.02169252351272,-69.35273076923077,8.983270616316553,10.176307692307692,3.9092270706548664,0.982692307692308,4.4032808377498105,-1.118923076923077,2.767345700278892
E019,49,30.427612244897958,6.09739465879946,1.7725102040816325,0.6582363610730828,8.625612244897958,3.6163698667187356,0.07520408163265307,0.5405106508264288,125.36755102040817,7.1619834017817245,197.92612244897958,11.876485052804808,316.33489795918365,13.210013382317834,4.000530612244898,1.060073257038107,0.3083061224489796,0.16682279539845996,0.4690816326530612,0.17904825899850485,0.08012714285714284,0.03879308517175267,7.356530612244899,2.6363603706938346,0.02162775510204082,0.013958247253470064,107.44836734693878,29.220635799347647,58.24,9.085606019121338,176.94734693877547,44.184412145401865,-63.98034693877552,8.297521881226311,10.446836734693877,5.81998869606497,0.697,4.284871612393291,-0.31873469387755105,2.912028795380098
E008,16,21.183937500000003,4.022758125166582,1.5976875,0.702125408914782,8.5305625,3.7127787432183124,-0.0813125,0.4826130215749985,98.75687500000001,6.741690921747673,177.246875,8.745768776063942,286.23749999999995,14.794750124621912,2.343375,1.1966478113359,0.34843749999999996,0.1457514874495283,0.4508125,0.15618827530819973,0.054789375,0.03323889052539773,4.1152500000000005,3.0863107324927608,0.026545625000000003,0.0131040141601486,66.53625,32.44432093506504,54.786875,11.165166097482606,131.18,50.72516670746386,-69.3829375,7.031330523705579,9.47925,5.98457910487446,0.12912499999999993,3.1564137655534013,-1.1408125,2.6839650290836037
